虎门大桥开始出现问题的时候，专家说是水马的原因，虎门大桥安全的很。现在结果出来了，专家该怎么说？还好没出大的事故，万幸中的万幸，以后所谓的专家能不能严谨的下定论！ 佳木斯,回复@basta2002:是假新闻吗？;多刷刷微博吧…结果就是告诉你 以后看一个新闻 请先判断下真实性…  钢索断裂是去年的事 已经更换 公众号移花接木造的假新闻;,05月11日 10:39    ,rumor
你是不是傻？太可恨！今天8级大风呢你也敢点火😡今日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，经查违规用火者是富某，男，46岁，今日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某已被行政拘留。 http,,2019/4/17 20:19,rumor
4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获 http,,2019/4/17 15:46,rumor
4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获。经查违规用火者是富某，男，46岁，现居住英达街道东沟村。17日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某因涉嫌在防火戒严期内违法野外用火，已被沈阳市森林公安局刑事拘留。@吉林同城 @吉林大冷面 @吉林黄金眼 吉林·新建街区 http,你号没了;这是12年的事啊;假消息，删了吧;,2019/4/17 16:29,rumor
4月17日上午，沈阳市棋盘山开发区英达街道与沈北辉山街道交界处突发火情。事故发生后，沈阳市森林公安局及时进行侦查，第一时间将野外违规用火者抓获。经查违规用火者是富某，男，46岁，现居住英达街道东沟村。17日上午，富某在耕地内烧秸秆，由于当时风力较大，引燃周围荒草。目前，富某因涉嫌在防火戒严期内违法野外用火，已被沈阳市森林公安局行政拘留。@辽视第一时间 @辽宁突发 @沈阳最头条 http,2012年的大火资料，你现在发他是混淆民众视听？？;你的微博提到本地大V，想让你的微博获得更多关注，欢迎使用同城爆料>>http://t.cn/RWaGLgH;,2019/4/17 15:49,rumor
网友爆料：这是今天发生在上海宝山同济高架的事故，出租车恶意别停大货车造成大货车驾驶员当场死亡，后面紧跟着另外一辆同样的货车也是钢管惯性滑出驾驶员当场死亡，强烈谴责出租车司机。 搞笑扒哥的秒拍视频,死亡了？别瞎博眼球！;@开启新历程的Nero 好害怕;别扯了行不;,2019/4/4 19:32,rumor
3月21日下午14时，江苏盐城市一化工厂发生爆炸事故，截止下午7时事故已造成死亡6人，重伤30人。爆炸发生的工厂为江苏天嘉宜化工有限公司。曾被当地环保局行政处罚过6次。  视频-江苏盐城化工厂爆炸：涉事企业两年曾被行政处罚6次,光罚款不关停才能有流水钱呀 关了摇钱树就没了;,2019/3/22 8:54,rumor
【#埃航坠机事故追踪# 事故现场短暂开放：没有一件完整的、能看出形状的东西】目前事故现场的挖掘救援行动已经结束，对黑匣子的解读工作正在进行。埃塞俄比亚空难最后二分钟视频和地面车辆留下的空难落地镜头。 火勺看点的微博视频,听到所有人的叫声随着画面戛然截止，头脑突然嗡的一声，好心痛！;这是动画模拟的好吗，不要瞎说;这虽是模拟出来的;,2019/3/13 16:20,rumor
#中国企业财经[超话]#【惊魂瞬间：埃塞俄比亚空难最后的最后一刻！】那惊心动魄的惨叫声，想想那些鲜活的生命，就在这一刻消失了🙏！我们在悲伤过后，也应该呼吁测查事故的真相，找出事故责任人，给世人一个完整的交代。从几次空难的结果看，波音737MA X哪里是什么空中客车，简直就是通往地狱的交通工具！目前世界各国纷纷对737MAX下达了禁飞令，就连特朗普迫使国际上和美国国内的舆论压力，也宣布737NAX停飞！#飞行员匿名上报737MAX8异常#：#美国停飞波音737 MAX系列# 尹克伦64的微博视频       ,为空难的乘客们祈祷吧，一路走好！🙏;一个游戏视频也能让人这么嗨？;如果这是假视频，太缺德了。逝者安息;,2019/3/15 4:24,rumor
无人生还！埃塞俄比亚航空一架载157人飞机坠毁，8名中国公民遇难。飞机最后坠落的视频，谁应该对此次事故负责呢？不知道坠落那刻，这些乘客心情是怎么样的？愿死者安息！ 金剪刀开箱的微博视频,怎么看怎么像模拟器弄的！@金剪刀开箱;逝者安息  真的好想哭  天堂没有伤痛;最后视频段几乎是垂直俯冲了;,2019/3/13 16:59,rumor
埃航坠机事故现场短暂开放，埃塞俄比亚空难最后二分钟视频和地面车辆留下的空难落地镜头。网友：最后充满绝望的惊叫声！ 托尼富的微博视频,但是我觉得这不是当时的真实情况，毕竟谁会在最后关头这么谈定的拍视频;这是模拟动画吧;天呐，这是一种多么绝望的呐喊;,2019/3/13 16:02,rumor
【昨晚成都市区佳灵路突发火灾，4名伤者不幸离世】通报：3月6日19点30分，成都市武侯区佳灵路发生火灾，截止7日凌晨2时40分，28名受伤群众在华西医院接受救治。4名伤者因伤势过重抢救无效不幸离世。经医院多学科专家最新评估，受伤人员中有重伤6名、轻伤18名。事故调查以及善后处置等工作正同步开展！ 木易-得亿视频社的微博视频       ,回复@玲Melody:凑合着看吧;,2019/3/7 20:29,rumor
据说是缅甸孔明灯事故，伤亡惨重视频来源：柏川 陈震同学的同学的秒拍视频,用激光笔演示奥运会开幕ppt.无聊得很;让激光笔给捅漏了;好像迪达拉的技能;,2018/11/27 17:34,rumor
老家那边今天晚上发生一起特大车祸，目前死亡13人，受伤几十人。公交车里坐的都是每天凌晨专门从农村装到县城工厂上班的农民，没想到自己的生命终结在了下班的路上。一群勤劳的人民就这样离世，可悲！可泣！有时候世界真的就很不公平，也许这场事故明天连头条都上不了，大城市的人哪会关注农村的命案？可悲的是中华文明如今变得如此冷漠，各顾各家，自私成为整个社会的标配！可泣的是穷人未来除了靠自己奋斗改变命运脱离底层之外，基本上在可预见的未来几十年不会有人去搭救，注定被社会遗忘甚至抛弃！这便是中国城市化进程所需要承受的代价！只希望不要在通往富强的道路上中国人越来越自私，越来越逐利！最后，希望我的家乡能够越来越好！愿警方能尽心调查，还逝者一个公道！还阳新一片安详！,回复@夏天备忘录:此内容为不实消息，已处理（系统说的）;此;,2018/11/28 22:47,rumor
昨晚，缅甸放飞孔明灯发生爆炸事故，造成500人死亡，伤者……现场惨烈！惨不忍睹！ 快乐驿站快乐V的秒拍视频,0死9伤，传谣犯法的;,2018/11/29 11:13,rumor
#葫芦岛事故5人死亡#辽宁省葫芦岛建昌县在今中午十二点半，在第二小学门口，发生一起车祸，造成九人死亡，十六人受伤，和一名老人，肇事司机逃逸，目前已在八家子被捕获，这些孩子都是学前班和一年级的学生 葫芦岛·建昌镇 http,回复@奈吉2000:建昌有直升机么？怎么举报你这造谣制造恐慌的傻叉呢;回复@闪闪红星张大帅:我是建昌的，我在医院工作，还没有你了解详情？直升机在哪，你造谣有一套啊;;,2018/11/22 17:30,rumor
突发！南宁桃源路发生严重车祸，现场多人受伤]8月30日中午11时许，南宁桃源路发生一起重大车祸。据目击者称，一辆白色面包车连撞数辆电动自行车，南国早报记者在现场看到，有数名伤者倒在地上，伤势不明，现场还有电动车、共享单车侧翻在地。目前，救援人员已赶到现场，医护人员也已展开抢救。【目前x死xx伤，呼吁市民积极参与献血！】30日中午，记者南宁中心血站获悉，因区医院门口（植物桃园路）发生严重交通事故，受伤人数较多。12时许，区医院已与该站预约了各个血型的红细胞146个单位（29200毫升）以及血浆43000毫升。现在血液库存一直处于偏紧的状态，各种血型都是出于偏紧状态，O型最要紧一些。呼吁市民积极参与无偿献血。（南宁晚报记者 叶祯） 贴脸对撸的秒拍视频       ,天哪！;,2018/8/30 18:33,rumor
这是韩国工程建设公司承建的老挝一个水电站大坝，发生坍塌事故的场面，已经造成了数人死亡，数百人失踪的惨剧。韩国的建造质量就和韩国黑哨一样，经不起世界的检验。😭😭😭😭😭#互粉##超级话题##热门话题榜##熊猫守护者##情感##正能量##超级话题精选# 芒果与草莓918的秒拍视频,里面人说的拉诂语和老挝语;噢，这个埧原来是韩国建的;几年前的日本海啸视频还在用;,2018/8/12 19:04,rumor
老挝东南部阿速坡省地区在建的一座水电站大坝坍塌事故，50亿立方米洪水在几小时内下泄，场面太震撼了！ 老股民大张的秒拍视频,韩国工程建设公司(SK E&C)建的。;这是日本海啸，好不…;这是日本吧;,2018/8/3 21:57,rumor
青州市特大交通事故 死亡人数升至15人 诸城·龙都街区 果然是你46763的微博视频,诸城的啊;,2018/8/12 22:54,rumor
#泰国普吉岛翻船事故#普吉岛沉船头七祭：重庆家属哭喊“杰杰要拉紧母亲的手，不要掉队！ 灾难瞬间的秒拍视频,这是印尼的，请不要瞎转！;@毛儿朵朵开;不要以谣传谣  视频根本不是这次事故的;,2018/7/12 17:50,rumor
#泰国游船翻船事故# 来自游客现场视频视1 提着酱油看众生的秒拍视频,这不是这次的好吗;是获救前还是后？;请问这是哪艘船？;,2018/7/6 21:56,rumor
天灾还是人祸？普吉岛沉船事故持续发酵，暴风骤雨，5米高浪，中国领馆工作组赶赴现场！ 芭妍周开菡的微博视频,;;太可怕了;,2018/7/8 10:54,rumor
#嘉兴爆料#【视频：泰国翻船1死53失踪，37人来自嘉兴海宁，其中18人失踪！】7月5日，泰国普吉岛两艘载有中国人的游船发生海上倾覆事件。此次事故中，有37人来自浙江海宁海派家具有限公司。截止到今天上午9点30分，这37人中已经有19人获救，18人失踪。今天早上，海宁市委市政府启动应急预案，一名副市长带队的工作组已经赶赴泰国，海宁市相关部门也已经组成善后小组在海派公司现场稳定家属情绪并做后续处置工作。       ,太惨了，希望平安找到🙏🙏;视频不对啊，不是泰国的，小编走点心吧;回复@hollylove2012:真不理解这帮人没事蹭热度;,2018/7/6 11:09,rumor
#普吉翻船事件遇难人数#40条生命，就此逝去，生命的脆弱不堪，世事的无常变化，谴责已经没有意义，警示也无价值，我们只能继续祈祷，剩下的人平安归来（视频非本次事故视频，仅展示海上风浪之可怕)。。。 胡笳继续的微博视频,有人说我蹭热度，说我遭报应，如果你觉得蹭就觉得吧，我旅行过几十个国家，曾被大雪封在唐古拉山口，曾遇到巨大风浪，在大马沙巴经历过小型的翻船事故，在这些经历中，有报应早报应了，我很简单的想告诉大家不要以为大海如平常所见的平稳美丽，它力量是极其恐怖的，如果讲这些有报应那就有吧，我不在乎;评论里真是搞笑了，人家只是发视频显示人命脆弱自然可畏而已，为何这也需要被指责，难道有任何三观问题，败坏社会风气的行为吗？？是好是坏已经不能分辨，可悲。以小人之心度君子之腹，不过如此罢了。;这视频是假的 别乱散播了;,2018/7/6 20:34,rumor
【#泰国游船翻船#：50名中国游客失踪！】北京时间5日傍晚，两艘共载有127名中国游客的游船在泰国普吉海域发生倾覆。救援正在紧急进行！事故已造成1名中国游客溺亡，另有53人失踪（其中50人为中国公民），76名中国游客获救。祝愿平安，家人还等着你们回家！ 游侠Xiaopeng的微博视频,本人只看到该海难视频更直观，却未审核是否为此次事故的视频，在此向博友们道歉！#泰国游船翻船# 海难目前救起76名中国游客，依旧有49人失踪，愿平安归来🙏 查看图片 //@梦见飞天小肥猫:这个不是印尼的旗子吗;太可怕了……天气不好真得不应该安排海上活动;太可怕了！😨太可怕😱;,2018/7/6 10:30,rumor
泰国普吉岛沉船事故 诚实阿昆的微博视频,回复@只喝可乐的猫vv:哦哦哦，当时不清楚嘛;回复@过暑假的猪猪:这个不是这次沉船事故的轮船，这个昨天都辟谣le;请不要转发不实信息，这个明显不是这次沉船事故，。;,2018/7/8 7:19,rumor
#泰国游船倾覆#【泰国普吉岛沉船事故进展：遇难人数已增加至40人】据泰国头条新闻，7月6日，普吉2艘游船倾覆，百名游客落水。经过普吉救援人员一上午的搜索，海军潜水员已经找到凤凰潜水（Phoenix Diving）号沉没游艇；并打捞到遇难者遗体26具，加上此前发现的遇难者，确认死亡游客人数已经增加至40人，剩余失踪者仍在持续搜寻中。 加油毛豆酱的微博视频       ,回复@星逸枫:这是印尼那次，这是虚假视频，我服这些官方微博;回复@靖-德国病变:带脑子;这船和凤凰号不是一艘船啊;,2018/7/6 17:49,rumor
泰国普吉岛翻船事故的视频，难得一见，拍摄不易湖光秋水的秒拍视频（上#秒拍#看我的最新短视频，下载秒拍->http,造什么jb谣言 都看到印尼国旗了 🇮🇩！;拒绝造谣;你想红想疯了吧。这都敢乱发;,2018/7/6 23:09,rumor
疑似泰国普吉岛翻船事故现场图像，我很佩服拍摄者的淡定和从容。 老树63的微博视频,不是泰国;@Benimar_Wang;当地时间5日下午，凤凰潜水号游船在返回普吉岛途中，突遇特大暴风雨发生倾覆，截至目前，死亡游客人数已经增加至40人。游船沉没前被恰好经过的LOVE ANDAMAN旅行社船员看到，该旅行社船员立即使用绳索成功地救上了20多名游客，船员用手机记录下了当时的影像。视频：普吉游船倾覆前最后影像及海中救人视频曝光;,2018/7/6 21:42,rumor
【 普吉岛游客船倾覆中37人来自浙江海宁 海宁市已派工作组赴泰】截至今天凌晨，事故已造成1名中国游客溺亡，76名中国游客获救，另有数十人暂时无法核实下落。此次事故中，有37人来自浙江海宁海派家具有限公司。截止到今天上午9点30分，这37人中已经有19人获救，18人失踪。 另据记者获悉，今天早上海宁市委市政府启动应急预案，一名副市长带队的工作组已经赶赴泰国，海宁市相关部门也已经组成善后小组在海派公司现场稳定家属情绪并做后续处置工作。 看海盐的微博视频       ,#钱眼观世# 旅途有风险，出游须谨慎;;天呐 ！保佑！;,2018/7/6 11:16,rumor
济宁街头发生的一起交通事故，外卖小哥受伤了。再次呼吁外卖小哥注意安全，也请叫外卖的朋友，不要催促。 贾敬华的秒拍视频,造谣是要负法律责任的，这是石家庄。伤着已送医。两天前的。还传。还不经过大脑的传播;耳机线割吼;不是说十堰武当山吗;,2018/6/26 17:11,rumor
#平顶山身边事#【平顶山三辆货车相撞车载天然气泄漏 致2死1伤】宝丰县闹店镇至县城方向的公路上发生一起严重交通事故，三辆半挂货车相撞，致使两死一被困。其中一辆满载天然气的货车受损严重，大量天然气出现泄漏。接警后，宝丰县消防大队迅速调集宝丰县8辆消防车、25名消防官兵进行救援！                 ,多早的新闻了;宝丰修路太堵了吧，不然应该不会出事吧，嘟嘟嘟;4月份的新闻…;,2018/6/26 14:26,rumor
#石家庄# 事故刚刚发生在空中花园附近，风险就在身边。撞车时外卖小哥耳机上的线把喉管割断了，口中一直喷血，太可怕了！祈祷外卖小哥逃过这一劫。车多人多，路上一定安全第一！🙏🙏🙏#直播国际庄##国际庄# 石家庄·空中花园 http,回复@直播国际庄:网传石家庄外卖小哥喉咙被耳机线勒断？真相是……;回复@7点30起床:亲眼所见！;根据@石家庄网警巡查执法，通报6月25日中午12:54分，石家庄建华大街东岗路南行200米左右南王村口附近发生两辆电动车相撞事故，事故中一人受伤较重，锁骨骨折，头部擦伤，伤者已经及时送医。至于网传的“伤者被佩戴的耳机肋断喉管”信息不实。请大家尊重事实，不要以讹传讹。;,2018/6/25 21:21,rumor
6月10日上午，贵南高铁(荔波段)朝阳隧道发生透水事故。  全球新闻微爆光的秒拍视频,,2018/6/15 10:19,rumor
2018.6.10，贵州，荔波，高铁隧道透水事故，伤亡不详 贵州省·黔南布依族苗族自治州 懂得宽容方能从容妞子的秒拍视频,这视频哪里是荔波了，瞎传的吧。;为什么不往上跑呢;,2018/6/12 17:25,rumor
今天上午昆山MP现代广场发生电梯坠落并爆炸事故。有人已被抬出，现场看到的情况是玻璃炸得粉碎。具体伤亡不详。                  ,,2018/5/16 6:11,rumor
【厦门BRT公车起火已造成至少20人死亡】记者从厦门市政府总值班室获悉，厦门BRT公车起火事故已造成至少20人死亡，30多人受伤。据初步了解，7日下午6点30左右，厦门BRT快1线途径金山站往南500米处发生起火。事故原因正在进一步调查中。via：头条新闻 [马上有对象]                 ,,2018/5/16 1:19,rumor
这个是沧州动物园发生的事故，因为图片和视频不能同时放，我只能让你们看看原来圣母婊，键盘侠就在身边！我想作为母亲在看到孩子这一幕，肯定都会无法理智，但是键盘侠会讽刺母亲丢人，不理智。我特别想抽她一个耳光和她说，希望她遇见这种情况能依然理智，但是我不能恶毒的诅咒她将来的孩子。人生很长，但愿这位妹子能都如此刻这般理智！,;@沧州网警巡查执法    首先以讹传讹，其次说人家键盘侠，圣母婊？难道你不是，还一个大嘴巴子啥的？真站你面前你敢动人家一下吗？这难道不是键盘侠？？？;5月2日，安徽省淮北市濉溪大市场附近的儿童游乐设施发生意外事故，一名5岁男童头部受到重创。孩子随即被送往濉溪县医院治疗，其面部及眼部撕裂，鼻根部粉碎性骨折，并出现失血性休克。经过两个半小时清创缝缝合，男童转危为安。下一步，他还将接受一系列后续治疗。;,2018/5/4 20:09,rumor
【厦门BRT起火案失去联系人员最全名单】虽然此刻离事故发生已经26个小时了，仍然有将近30个家庭还不知道自己亲人的下落，小厦整理数小时汇总如下，只要有一丝希望，就不能放弃，烦请大家帮忙扩散，一次转发可能挽救一个家庭！！！                  ,,2018/5/4 15:00,rumor
#愿死者安息# 今天凌晨发生的一起重大火灾事故已致22人死亡，多人受伤，图片所看到事发点#英德兰桂坊ktv# 抢救后的损坏，嫌疑人#刘纯露# 在其城西老家躲藏，在警方大力追捕下抓获，对其所做事情经过供认不讳，原因与陌生人喝酒发生口角便导致如此惨重灾难，无辜牵连众多受害者，希望能严惩凶手，愿死者安息,更正一下，是死亡18人，写错数字了;不要乱讲，是死十八人！造谣传谣都要负法律责任的;不是十八人死了吗？;,2018/4/24 11:45,rumor
【贵州毕节中巴车坠河已致21死3伤】4月4日19时30分许，一辆准载19人的客车，从贵州省织金县行驶至纳雍县，行驶至纳雍县境内老凹坝乡时发生事故，事故导致21人遇难，3人受伤。http,,2018/4/17 0:44,rumor
亳州市谯城区双沟集北边，105国道，亳州至阜阳，依维柯客车，发生重大交通事故。 阳光68414的秒拍视频,#权威发布# 29日下午，微博微信突然较大范围内传播一起发生在亳州谯城区105国道双沟段的涉及营运客车的交通事故视频，经核实，此起事故为2017年4月5日发生的交通事故。;可有长点的视频;,2017/12/29 15:30,rumor
商丘幼儿园校车车祸【河南睢县一校车和货车相撞  已致13人受伤】今早8：40左右，河南商丘市睢县一辆幼儿园校车与货车相撞。目前事故已致13人受伤，其中2人重伤。伤员正在医院抢救，货车司机已被警方控制，事故原因正在调查。（央视新闻 ） ,,2017/10/14 8:28,rumor
昨晚18时40分左右，中石油大连石化140万吨/年重油催化装置裂化装置分馏区域燃料泵着火。无人员伤亡，事故原因正在调查。现场进、出物料已全部切断，原料无泄漏。于晚21时多扑灭！视频来自网 听障与残缺的秒拍视频,脑残，提醒你一下，传谣也是要受处罚的，这个视频好多年了，赶紧删了！;要关注才能评论?那就举报了，@微博管理员  ，这里有个传谣的，请处理;回复@你快乐so我也快乐:谢谢你提醒，现在我向你道歉，对不起！经查视频确实以前的，我只是从别人转发配文，应该说图不配文！但是文全从人民日报和央视新闻转发，真实可靠！只是视频不符合！特此向你表示歉意！;,2017/8/18 6:44,rumor
#22岁伴娘坠楼身亡# 22岁伴娘坠楼身亡，疑因伴郎团推搡所致6月13日，顺德均安一对年轻人结婚，接亲过程中，伴娘从4楼坠下抢救无效死亡，4楼部分栏杆已经缺失。有街坊怀疑死者并非是自己失足跌下，疑因伴郎团推搡所致，目前，事故原因调查中。关于现在的婚闹，你怎么看？ 小污碟的秒拍视频       ,狐朋狗友  酒肉朋友  损友;这群人都该死！！大喜的日子！让害死人吗？;这闹的有点过了。把自己的快乐建立在别人痛苦之上。;,2017/6/15 13:32,rumor
地亿建设全体同仁为遇难的川蜀同胞们祈祷默哀　2017年07月07日，四川巴中发生一起恶性交通事故，一辆四川巴中开往浙江宁波方向的客车，行驶至南江县境内坠崖，车上包括3名司机在内51人无一生还。看到这个痛心的消息，心情瞬间沉重，地亿建设全体同仁携家属：愿遇难者一路走好，逝者家属请节哀！！！,,2017/7/8 21:38,rumor
各位家长、同学：凡是游泳池装了水底灯的 ，大家一定 不要下水 ，警惕漏电！今天萧山新桥游泳池漏电，发生悲惨事故！ 秒拍视频,2016年的报道说“泳池漏电”事件发生时间为去年七月（2015？），地点是在越南的一家海边五星酒店，原来叫芭芭拉，现在改名为奥拉尼度假公寓酒店。事件发生原因是水底灯光漏电。记者在网上找到了奥拉尼度假公寓酒店的照片，经过与视频中酒店环境的多处对比，大致可以判断出视频的发生地就在这家酒店;要是我就一口气把水喝了赶快下去救人！;@_本大;,2017/7/3 18:32,rumor
各位家长、同学，朋友：凡是游泳池装了水底灯的 ，大家一定 不要下水 ，警惕漏电！今天深圳龙华某小区游泳池漏电，发生悲惨事故！大家转发，真的要注意安全！ 秒拍视频,这个不是今年的吧、;没装防漏电开关;好惨 小孩子最后怎么样了 救活了吗;,2017/7/2 21:02,rumor
内乡行唐北伏流村发生特大死亡事故，十二个小学生放学后到河里游泳，淹死六个，事情发生在五点半，到现在还没完全打捞起，希望各位亲们管教好自己的孩子！！ 南阳·内乡县 秒拍视频,,2017/5/23 20:52,rumor
